Number of hit	Text ID	Concordance line
152	5166073	", there would have been no flooding in Manhattan from this storm . Do n't paint all Kentuckians with the same brush as KYResident . I well remember the ice storm he/she mentioned , and I have plenty of complaints for how it was handled . I do n't think <<< he/she >>> understands the sheer magnitude of destruction of a hurricane that has packed a punch over such a wide spread area . There 's a BIG damn difference between cleaning up after an ice storm , and restoring entire neighborhoods that have been washed away . It takes more than a"
153	5152801	"TEC or that/IN TEC is , ipso facto , in error in its views . If a leader who has vowed to support an organization 's canons and rules finds that/IN he/she can not continue to do so , he/she should honorably depart from that organization and find another which <<< he/she >>> can support . I am personally offended that/IN the leader of my diocese has assumed that/IN he has a right/duty to impose his personal views upon my church . Prayers ascend from Pasadena for the Diocese of South Carolina and in thanksgiving for the leadership of our Presiding Bishop --"
154	5111944	"one and the same person anymore . Many women continue , for years after birth , to hold a pathological belief they what 's good for them is automatically best for their children ; In other words , "" If I do n't need him in my life , then <<< he/she >>> does n't need him in their lives . "" 4 ) Child Support : Obviously if a man can find a job he should provide for his undereducated and incriminated with felonies , it is quite difficult for many of them to find work . What children need most is"
155	5118240	"out there , Joseph Chilton Pearce , who wrote a great book , "" Magical Child . "" In it , he provided evidence after evidence that/IN children learn in stages that unfold from within ( including psychic and spiritual gifts ) . Just watch the individual child . When <<< he/she >>> shows certain inclinations , he/she is ready for the next unfolding . Not before . Premature or ' wrong stage ' forcing can actually shut down further stages from activating . ( Think of it as darkness in the classrooms ... ) A slight caveat : As you read the"
156	5159108	"largely from the "" intellectual "" sector of society , the college-educated sector , which is probably why there was more consternation from the evolutionists than the creationists ( of course that/IN evolutionists are generally more educated than creationists ) . One last note : You ask a reader if <<< he/she >>> is in the minority when it comes to a fundamentalist interpretation of the Bible ( the minority being a position that allows a metaphorical approach to Biblical stories ) . I would say this reader is probably not in the minority . Most Christians that/IN I know , for example"
157	5147283	find your passion . ' Good day . I can NOT find my passion no matter how hard I try . At school I was always good in every subject because of a great memory . I never used to study but I would pay attention to the teacher as <<< he/she >>> was talking as a result I never even finished high school coz everything was'nt challenging for me but I am back to school studying commerce I still donl have my passion but I am studying to increase my employabity chances . Most of the time when assessing myself I 'm
158	5195004	"much more than stir up anger match with the ball of hate going back and forth and back and forth . Unless you are a professional skeptic like Rebecca Watson , you have to be careful with your response , usually to some person with a fake name , because <<< he/she >>> can indeed intrude into your real professional life . We have lives outside of blogging and the internet . When they overlap too much , unless you are getting your pay check from the internet ... it can be detrimental . Even PZ in real life is always described as"
159	5171872	"( and previously used ) Soyuz capsules for reentry , and two Salyut-class 29-ton space stations . The two stations would orbit the moon . The Soyuz would shuttle the super-rich traveler there , then dock with one of the orbiting stations so Richie could stretch out a bit while <<< he/she >>> looks at the moon . Wait , $155 million and I just orbit and go home ? No . Hell no . For that/IN I ever have ) , you are putting me on the surface of the moon , where I will get out , run , and jump"
160	5122361	"not deny it and he does not want bad publicity that can cause a drop in sales . He has to address it because his manager was wrong and it got in the papers for all to see . Odds are , someone 's job was on the line if <<< he/she >>> did n't get the buyer to cough up the difference . It 's very clear to me that/IN the owner does n't care what is written in a contract , even if it has his signature on it . This particular individual is known for his deeds , his abusive"
161	5166419	"Django development . Admin interface/authentication module : inability for a user to edit only objects he/she has created . This problem has been addressed with the merge of the newforms-admin branch . It 's not as simple as I 'd like , but allowing a user to edit only items <<< he/she >>> created is at least possible , now . Admin interface : inability to delete multiple items at once . This problem still exists , and it still a pain in my ass virtually every day . Contrib apps : No django.contrib.search . As I said in the original post ,"
162	5124601	"He kept saying that/IN he right now and that/IN it is not easy giving up the woman of his dreams . He refuses to get professional help . My advice to you is if he ask for space just give it to him . When a person is depressed , <<< he/she >>> tends to push the people they are closest to away . They ca n't help feeling bad , sad , rage-just negative emotions . They know that/IN they love you but they also feel like they need to be alone . It is not your fault . If you guys"
163	5204770	"because of a ( often understandable ) desire to exact revenge . Personally , I 'd rather see the cretin live a long , miserable life of humiliation and deprivation rotting away in prison . But I take issue with your assertion that/IN once a victim flips the switch then <<< he/she >>> "" will have peace "" . No sane person could possibly experience "" peace "" by killing another human being , no matter the circumstance or justification . Ask any combat veteran . You can rationalize all you want , but at the end of the day capital punishment is"
164	5133542	"it 's cruel . We euthanise them +++ Menyabal It has long been catholic teaching that/IN beaver is fish so you can eat it during lent . +++ Demanding Mouse remain consistent with that line of argument would be pretty trollish and dishonest , if it 's clear enough that/IN <<< he/she >>> did and admits that/IN xie did say stupid things instead of claiming xie never did is n't . Nephente If you think that/IN the overwhelming majority of food animals are not horrifically mistreated before their parts land on your plate , I think you 're the one having problems with"
165	5113355	"to enforce and ensure compliance with voting law , the only ' next best option ' is to make sure college students ca n't register to vote in college towns without applying for a valid state driver 's license and a change of legal residency to the state in which <<< he/she >>> attends college . Or trust and honesty and integrity of 18-24 year olds who are still in college . Which do you feel more comfortable with ? Our advice to you for this upcoming election in less than 12 weeks is the same as what Bluto told Flounder after the"
166	5181312	"spouse ? If so , get ready to wait for it or maybe even never get it . It is important to him/her that/IN you don , t get your way . He/she will act as if giving you what you want is important to them but , rarely will <<< he/she >>> follow through with giving it . It is very confusing to have someone appear to want to give to you but never follow through . You can begin to feel as if you are asking too much which is exactly what he/she wants to you to feel . the definition"
167	5118124	"be an element of courtesy here . Telling someone what you are bringing to them is a less self-centered point of view . ----- Maston Sillin 6/30/2007 2:32:29 AM "" I will bring the candy to the party tonight . "" You are going to be there tonight , where <<< he/she >>> will be . ( let 's drop the politically correct language and speak only of the hostess ) If I were talking to the hostess in the afternoon and she were at her job and did not intend to get to her party until well after it started AND I"
168	5113705	"is . Wrong as usual you stupid SOB , no 2012 signaled the end of the republic , it actually started dying a century ago it 's just been accelerated under Barrys plan for the middle class . I wonder when we 'll get our first black president and if <<< he/she >>> will be as racist and anti-American as the POS we have masquerading as president now . Steel , Troll ......... My gut tells me you will die very badly . So sorry . Like I said ...... its just a gut feeling ...... could be cause I 'm watching the"
169	5177858	"is teaching these things considered "" teaching "" or "" indoctrination "" ? Since teachers have been historically vulnerable to the unfair whims of administrators during evaluations , is union membership insidious or practical ? When the President ( it does n't matter who he/she is or to which party <<< he/she >>> belongs ) asks for 10 minutes out of the school day to say , "" Stay in school and do your best to succeed "" , is this further proof of "" indoctrination "" or is it an appropriate message from an appropriate role model in an appropriate environment ?"
170	5172493	"STATED THOUGHTS . And yes , if she expresses an opinion , I think it 's ALL of our right to question it . If a friend tells me "" oh , man that guy is such a creeper "" , I 'm going to ask WHY , and if <<< he/she >>> says something that does n't make sense , I 'm going to tell them that/IN I think they may have overreacted . Why does that/IN somehow make me a terrible person ? As I 've said in other threads , her complaint is n't a terrible thing , nor have"
171	5127488	"n't . They are like an old married couple who communicate by shouting at each other and occasionally breaking china . If they ever decide to go to counseling or get a divorce I 'll be interested . Otherwise , it 's just boring . I do n't care what <<< he/she >>> did . Make a decision . Move on . Now the collateral damage of the actual people being killed is terrible . And now that/IN things have changed in the middle east , who knows how this is going to work out . I just ca n't summon up much"
172	5154485	"November 17 , 2012 8:10 PM : Yeah , the simplest reform would be to put the onus back on the filibusterer by requiring 41 votes to sustain rather than 60 to invoke cloture . Currently any Senator absent for any reason is de facto part of the filibuster since <<< he/she >>> may be the 60th vote to stop the filibuster . Flip it around , require 41 to filibuster , regardless of the vote for cloture , and the system immediately becomes more efficient and fair . IMO , this does n't seem like such a difficult reform to enact even"
173	5190895	"Working for a benevolent health care organization allows me to witness that/IN there are different facets within the business world . Theoretically , I think becoming involved in an occupation that mirrors where you stand morally is extremely valuable to your self esteem . If one feels positively about where <<< he/she >>> is applying a great deal of effort , the result should be very positive . In our office , everyone hopes for the success of each other . This unified culture allows for us all to genuinely try to succeed in our own portion of the organization for the benefit"
174	5121973	"the end of my ( starving , ) nose and took in THE BIG PICTURE . This means I OBSERVED THE ENTIRE SITUATION , not just what was going on at MY table , and tipped accordingly . Translation ; if a server has 11 tables that all arrived before <<< he/she >>> had even come back with my ice water , chances are good that/IN not only is my server about to get their ( fileted ) ass handed to them , but the kitchen crew who just snuck some serious bong hits in the walk-in cause it was 3pm on Monday"
175	5120922	". However , that investigation requires access to data that is beyond my reach . Then the next thing is getting a hold of person in congress that is over the election , or even the whole congress itself to investigate this whole problem and see what they , or <<< he/she >>> , says . Because that is the next step after the Secretaries of State . But we would have to make a big enough upward that/IN congress has no chose to look into this matter . Ha , la raza , I assure you those nuts will lie and commit"
176	5148519	"Social Media Search Engines Are Used By Visitors Social media networks are becoming more and more common for those looking to find companies ; however searches on LinkedIn are used typically used to find potential candidates . For example , if an employer is looking for a yoga instructor , <<< he/she >>> might type this into the search bar . If a consumer was looking for an Italian restaurant , he/she might go to Facebook to find something new . Fortunately , getting your account to the top of these many of the same principles that/IN Google and Bing utilize . In"
177	5140871	"will be posting can be seen by other people and that/IN once you have posted them , there is a very big possibility for them to be permanently accessible to other people . The usage of print screen has become popular and once a person does this to you , <<< he/she >>> would forever have a copy of the material that/IN So the Time 100 was last night . Sure , it 's a glorified marketing program , but it 's the kind of glorified marketing program where the likes of John McCain , Rupert Murdoch , Martha Stewart , Lorne Michaels"
178	5189460	"do n't want to screw it up . Of course , these are just my own opinions , but they also happen to be the correct opinions . 1 . Define Commander Shephard Here 's the thing about Commander Shepard , the lead character in the Mass Effect trilogy : <<< he/she >>> is you . Shepard is a complete blank slate at the start of the game and it 's up to you , the player , to define who this person is . You pick the gender . You decide the personal background and reputation . You design the character 's"
179	5135586	"the bar in his search for photographs -- although the bar ( and the darkroom ) would remain at the very heart of this body of work . We encounter a young couple as they embrace in a sunlit parking lot , their shared expression clearly stating , back-off , <<< he/she >>> is mine ; there is a large roadside sign in a snowy landscape that reads : ' Looking for Love ... ; ' in another photograph , a young man sits astride his motorcycle , his sweatshirt emblazoned with the word ' Florida , ' whilst his girlfriend stands by"
180	5141530	". And then , after kids are "" in The System "" , what that very same system overlooks in order to close out cases they are dealing with ! ! ! If the principal ( who is clearly avoiding the issue ) actually does make a report to CPS <<< he/she >>> has made a grievous professional error and would be exposed to complaint and/or lawsuit . The school 's threat to report you to CPS in and of itself has a very chilling effect on your 's and your child 's constitutional right to freedom to parent your own child ."
181	5109754	"etc. --because they show that/IN the Earth is much older than six thousand years , and I cry a little on the inside . Well , I just looked up your examples . They read like children 's books . If this book was written by an all-knowing god , <<< he/she >>> sure lacked any imagination , not to mention any idea of the future . If it makes by a bunch of angels , and leaving everyone else behind , so be it . I can honestly say that/IN I hope it happens soon and the rest of us can have"
182	5152780	"twenties when I tried for my first - after 2 years of no success on our own ( no history of infertility and no health problems ) , we did an IUI and it worked the first time Thought we were headed back down that path for #2 , but <<< he/she >>> magically was conceived all on her own I 'm almost 20 weeks , looking forward to finding out the sex . My husband says he 'll agree to a vasectomy after that if it 's a boy ( we 'd have 1 of each ) , but if it 's"
183	5122619	"mean his claim that/IN the non-living by definition can not be given the gift of life ( I hope I 'm representing his argument accurately ) , that is another point I read and did n't really think about . But a commenter there disputed it , and I think <<< he/she >>> had a point . I as a living person have no problem with the claim that/IN my life might be a gift , to me , from god ( I 'm agnostic/apothatic , so that complicates matters matter of logic only ( i.e. , not invoking any prerogative for the"
184	5144533	"ticket ( and actually that/IN one time I was n't at least partially wrong ) . Otherwise the officers have been nothing but professional with me . I find the "" cooperative citizen "" approach works best -- indicate your intention to pull over at the first safe opportunity so <<< he/she >>> can see in safely , and put your hands on top of the dash . Turn off the radio , and quiet passengers down . I always tell them my intended moves , like to the glove box or console for requested documentation . I also flat-out state if I"
185	5140777	"lot of what we do as recruiters , ca n't even be calculated in some Excel spreadsheet for them to show off to their a recruiter is by the amount of LinkedIn Connections he/she has ! It is all about the intangible qualities that/IN a recruiter possesses , and how <<< he/she >>> can put it to use in terms of growing the company . Building relationships is not an overnight task and can take several months to develop ... similar as to when I had to headhunt C-level talent for past organizations . It becomes a "" courtship "" that develops over"
186	5163519	"passionately while the president never showed any energy throughout the debate . This might send out the unspoken signal ( not confident in what he was saying . A business leader must inspire confidence by demonstrating passion . If the boss is not passionate about his/her plans , how could <<< he/she >>> expect trust from investors , employees and suppliers ? The old adage "" monkey see , monkey do "" comes to mind . If I cant trust my leader to be honest and consistent , I would not be able to consider him to be a true "" leader """
187	5134556	"any reason to activate the radar . No compelling reason to actively search . Hell i had my own set of problems , not a died in the wool bible thumper I was pushed out to the fringe . I am sorry you had to go through that country , <<< he/she >>> can keep it . She is 70 and deeply religious , and thinks nothing of making disparaging comments about gay people . Whether this is due to her upbringing ( Southern , conservative ) , temperament , or something else ( it 's a weird thing to say , but"
188	5159674	". At the same time , Net radio picked up speed , offering the ability for a user to listen on-line to a small number of pre-selected/filtered song streams ( just like AM/FM radio ) . From Net radio came the ability for the music fan to listen to songs <<< he/she >>> selected with "" interactivity ; "" i.e. select the song , start , stop , skip , rewind , fast forward etc . However , before interactive streaming could take off , one very important addition was necessary : the more music on demand by accessing someone else 's music"
189	5170896	"much treats you good and you may even think that/IN they feel for you . Well , you can find it out from his social lifestyle . If he/she likes to party a lot and goes out a lot with his/her friends of the same sex , that means that/IN <<< he/she >>> is not looking to settle down ! When people of the same sex go out together , there is no doubt that/IN they what to have fun with persons from the opposite sex . Find out someone else because Pages Monday , August 13 , 2012 Have you watched any"
190	5166283	"seriously , if I produced the results of some surveys , would you accept them as ' proof ' of my assertions ? : ) The whole idea of making assertions like this is not to prove a claim , but to provide the reader with a rational inference that/IN <<< he/she >>> might not have been exposed to previously . ( An inference re : ' what makes the Palestinian people tick ' , i.e. , what can explain the behavior we have seen . ) If you are sincerely interested in the reasoning that informs my assertions re : the Palestinians"
191	5159108	"scientist will posit ice falling from a plane , or the core of a small comet , or something else . The point being that/IN the scientist bases a possible explanation on what he/she already knows ( comets exist ; so do planes that sometimes shed chunks of ice ) <<< he/she >>> can prove or disprove any of them . Bill Hays : see , this is what I mean by militant rationalism . an eloquent explanation wo n't change the fact that/IN "" God does NOt exist . "" I do n't disagree with you - but personally I 'm an"
192	5178080	"call for an end to mountaintop removal , stronger labor rights and sustainable jobs in Appalachian communities , and the preservation of Blair Mountain . Let 's eliminate "" Global Warming "" as part of our discussion politically . I know , Meteor Blades hated me saying this , and <<< he/she >>> is pretty much a big-time liberal/progressive .. and anything said against "" global warming "" is like sticking a hot stick in his/her eye . Just a link ... just some things I know to be true are that/IN we , as liberals , should be banging on the """
193	5126286	"have always had the right to check the immigration status of those detained for other reasons . SB1070 REQUIRES they check the status if there 's reasonable cause to suspect the person is here illegally , but there must be another reason for stopping the person , not just because <<< he/she >>> is breathing while brown . And once the LEO checks , what 's he/she supposed to do with them , since the decision says it 's not okay to "" to arrest and detain suspected illegal immigrants "" ? That must still be handled by the feds . The best"
194	5110911	"ways . 1 . Do you identify with his/her who is an alcoholic , I would rather you get advise first on how to do so from a former alcoholic who is now reformed . The person being helped feels better when confiding to a person who has been where <<< he/she >>> is , or understands why it may be hard for him/her to stop . 2 . Are you personally a self-righteous person ? What 's your view on adulterers , fornicators , drunkards or prostitutes . Do you view them as society rot which should be gotten rid off ?"
195	5146930	"mix to balance the survey out . The Dartmouth Center for the Advancement of Learning describes professors giving citations as a "" way of adding luster to the highest possible grade . "" Basically , if you rock out a class and the professor wants that/IN to be recorded , <<< he/she >>> will throw an asterisk on your final letter grade on your transcript . It 's a good in a paper "" or "" what you get when you are written up for drinking . "" The police and S &S; are n't the ones who give them to you --"
196	5170896	"Is NOT into You Im about to tell which are the first signs that tell you someone is not into you ! When someone is into you , they are sweet , they treat you well and they truly respect you . Well , find out what someone does if <<< he/she >>> is not into you ! The 6 SIGNS below will tell you how to find out is someone is NOT into you ! Lets begin : 1 . Avoiding you When we avoid someone it means that/IN we do nt want one or more of the several things : to"
197	5117524	"down so low that/IN the small school had to close ? Maybe that 's what needs to happen .... build great big schools that have room for everyone . idahocity on October 25 at 5:55 a.m. : "" ... if someone moves to a school area late or registers late <<< he/she >>> risks losing a spot . in that case i think the school district provides busing . "" Parents move to catchment areas because of the neighborhood schools , so when someone moves to a neighborhood should not be trumped by some notion of being "" late . "" choiceparent on"
198	5193426	"in the sense of describing a fight between circus people and the general public ( e.g. "" the clown got a black eye in a hey , Rube ! "" ) . "" The secular Liberal is a "" virtuecrat "" . Whatever the topic , his/her subset is that/IN <<< he/she >>> is a morally superior person . ( "" Hey , at the end of the day , I care more than others about your tired , your poor , your huddled masses yearning to breathe free , the wretched refuse of your teeming shore .... "" ) QED , this"
199	5109623	"9 , 2009 Bernard Bummer , "" abstract discussions of interspecies breeding ethics . "" It was n't "" abstract "" at all was it ? Do you really think PZ 's proposal to acknowledge its rights and have it raised by a family addresses the ethical concerns . Whether <<< he/she >>> would be accepted sexually or in any other meaningful way is quite a concrete concern about the humaneness of such an enterprise and meaning of such a life . That said , I do n't think this was PZ 's final thinking on the issue , if he were to"
200	5208085	"another big things with you snobby self appointed educators of us shallow Americans . Do you want these people to be self-reliant ? Then they need to educate themselves . What is required to attend school in most of these areas ? Shoes . Give a kid a shoe and <<< he/she >>> can learn to fish . Get off of your high horses . Write an article that tells me how much you 've done , write a comment that tells of how much you'e done . Until then ? Write a whole lot of nothing ( which you are already doing"
201	5162628	"oil producing state - see the pump jack that is sitting idly ? It has been turned off in the attempt to reduce the amount of oil produced thereby causing the price to increase . Any President has the power to order the pump jacks turned on , but if <<< he/she >>> does , do you think they are going to not . Joe Fink The Texas Oil and Gas Commission was put in place to optimize field production and prevent improper lease drainage . California has oil that will likely never be recovered from hasty , inefficient producers . Producers who"
202	5158914	"points for not trying to make me feel superficially comfortable , but we wind up in the minus column again when the blogger implies ( &; I recognize not all doI 'm writing about the ones who do ) that/IN the reader suffers from some form of profound incomprehension if <<< he/she >>> does n't agree with every freakin ' thing the writer puts forth . If I want that sort of discourse , I 'll the Chateau Marmont ) to consult with the latest self-aggrandizing celebrity guru , not bust open my Google Reader . You might not care about holding my"
203	5201203	"were not professional enough to hold up your ethical obligations as a reporter . Posted by JoAnne Butzerin 3 months Ago If that were true , politicians would avoid reporters even more , like a press conference , the reporter has an ethical obligation to clarify for the subject when <<< he/she >>> is subject to being quoted . Josh Feil is part of a group of reporters who simply ignore the ethical standards of their profession . That 's yet another reason why there is n't any meaningful difference any longer between a professional journalist and some random blogger . Posted by"
204	5195239	"'s a really neat story . Thanks for sharing it . As an Air Force brat who 's been to a number of different countries , I know we 're spoiled rotten by the election process here . Want to increase voter turnout ? When a kid turns 18 , <<< he/she >>> should should have to do a mandatory 6 month stint in the Peace Corps to get some perspective . More of an effort than usual to vote in my town in Jersey , but really not that/IN bad compared to some other areas . They consolidated polling locations so instead"
205	5180486	"the internet if it is n't for anyone else to read . There is a difference between holding leaders accountable and putting the journalist 's opinions above the ethical standard accepted by various journalist associations . I hope this writer learns from this , because if he/she does n't , <<< he/she >>> will end up not being successful . Mike O'Connell ' 81 Nice platitudes . I respect them . However , you both have a critical misunderstanding of the term "" objective "" . If the issue is the illustration cartoon in that it expresses an opinion ? I have a"
206	5200185	"for every kind of magic system , from ' soft ' magic to ' hard ' magic , but that/IN even the soft magic needs at least some form of consistency . magic user can do something one minute , and then suddenly ca n't the next , right when <<< he/she >>> would have really needed that/IN particular power/spell to get out of trouble . And deus ex machina magic just makes the reader angry . But in general I think I prefer the ' softer ' approach to magic in a story , just as I tend to prefer softer sci-fi"
207	5147069	"I do n't really believe that/IN Danes are all that patriotic . I mean , If an American ( Just an example . Could be from any country obviously. ) comes to Denmark and go around boasting about his ' greatest nation in the world ! ' or whatever , <<< he/she >>> should expect people to react . That 's not patriotism .. It 's just a reaction to an arrogant and nationalistic behavior . I often see the usual ' The grass is always greener ... ' kinda attitude among Danes today .. Especially the younger generations . "" Boohoo ,"
208	5118722	"change to the lives of others . You have a prepared a wonderful plan and gave these young kids a great platform to learn few important aspect about life . It 's nice to switch to various stuffs a person enjoys doing . But what is important is that/IN , <<< he/she >>> must give his/her heart and soul to the project she is part of . And you are one of those people who does not switch to a new their hands . Best wishes to you for whatever you are doing or planning to do . I am sure you will"
209	5204087	"most important is the Youth Empowerment Programme ( YEP ) : young people aged 16-24 are offered 3-and-half-month professional courses ( morning or afternoon ) in English , IT or soft skills for 500 Rs ( about 8 Euro ) . The fee is given back to the student if <<< he/she >>> has a 90% attendance rate . Other initiatives includes for example English language support and a cricket academy ( how could cricket miss ? ) , plus connections programs ( see last paragraph for a comprehensive list ) . The main short tour , 1200 Rs for a long one"
210	5185896	"unless you want your in-laws meddling in each and every decision you make . The Too Timid . Probably the most common reason why people do not exert themselves is being too scared of pursuing their dreams , and failing in the process . This type of person , since <<< he/she >>> never had the courage to try , is always wondering "" what if "" - and will always remain frustrated , until they take control of their shyness and tackle challenges head-on . The Opportunist . Always waiting for the right opportunity , the opportunist will not budge unless he"
211	5177557	"One obvious solution to this problem is to expand production . In our example , if one shop assistant loses his/her job then a farmer can work extra hard to produce more . When the farmer starts producing more , he/she will need to buy more as well . When <<< he/she >>> buys more , it becomes income for other people . This kick starts the economy and , finally , the shop assistant can gets the job back because the grocery store is making enough money to hire a person . This solution will certainly work . This is the solution"
212	5192590	"called Asuna crying all day , ( clearly ? ) meant Moomba felt she is weak as in the later not the former . One is free to dislike a character , no one can stop you , but at least do n't go blindly dis a character for what <<< he/she >>> did n't do . @Sol although i do n't know the other character your referring to , minus your first sentence , it seems your supporting my point . and also one-dimensional does n't refer to character development rather how many sides of the character the anime manages to show"
213	5134454	"corporate income taxes due so long as they kick out at least 90% of their earnings as dividends ( which shareholders pay taxes on at ordinary rates ) . The business world is ruthless . Has any CEO not fulfilled the interests of the board and the major shareholders , <<< he/she >>> will be out of job forthwith . I like to reiterate if they have the chance to develope , further develope and invest in new ventures basing upon the conditions of market , competition and profit and loss projection etc . Their core mission is to maximize profit for the"
214	5156664	"print and then pass out to your friends Remember , this contest runs from September 1-30 , so only those customers who sign up and become active customers during that time are eligible to be included in your referred friend count . Also , your friend has to ensure that/IN <<< he/she >>> signs up using your unique Refer-A-Friend code -- this is true for the contest specifically and the $50 bill credit in general . Have your friends visit Bounce Energy online to learn more about our rates and plans . Signing up online is easy , but they can also call"
215	5164067	", built upon the basics of being social . Listen , give , empathize , laugh -- all the parts that make someone want to give back . I think you are right that/IN the CEO does n't have to be implementing the social media himself/herself , as long as <<< he/she >>> is intimately involved . However , CEOs that Tweet , manage their Facebook Walls , involve themselves heavily in association networks -- those CEOS are closest to understanding their customers ' needs , and are able to modify the organization 's messages quickly in order to respond to changing needs"
216	5141438	". Lesson planning takes time . Emailing and calling parents takes time . Meeting work expected of a quality teacher , but it all unpaid , out-of-classroom time . It is manageable if classes are small , but they are n't . Even a teacher who takes a job thinking <<< he/she >>> can handle the tremendous work load soon loses control as class sizes inevitably balloon year after year , due to endless budget cuts . In order to do the job to anyone 's satisfaction , you would have to spend hours of your own time each day trying to keep"
217	5117250	"the real world is like before they step out into it . I 'd much rather they were exposed through literature while safely at home than to be naive and too trusting as teenagers . That 's the real danger . I would let me 15 yr old read whatever <<< he/she >>> wanted because reading is a good thing and reading important books like THE KITE my kid if they wanted to talk with me about any parts , warn them that/IN there are some brutal harrowing parts , maybe ask them are they sure they want to read this , have"
218	5125198	"of the debates , which has been a feature of previous contracts . As for tonight 's debate , the moderator 's role is severely circumscribed . Crowley 's job is to pre-screen audience questions , and to make sure that/IN during the debate the questioner asks precisely the question <<< he/she >>> had submitted in writing . If an audience member off the question , and the Commission may also "" cut off the microphone of any such audience member . "" After the initial candidate answers , there are brief comment periods . The moderator is to "" manage "" this"
219	5188244	"chaussure de foot , it will bring the bankruptcy to an end . The bankruptcy will also end if one is able to pay off the bankruptcy debts and expenses of the proceedings that were undertaken for bankruptcy purpose . A person needs to keep in mind several things when <<< he/she >>> is declared bankrupt . The full disclosure official receiver . After one knows of his official receiver he may be called upon for an interview with him . Be cooperative and comply with the regulations as told by him . The details of your creditors and the amounts owed to"
220	5205563	". It can be a special moment with your family or about the time you went to a truly haunted site . Heck , if you have a true spooky story , go ahead and post it on this thread . The winner will be randomly selected by Friday ( <<< he/she >>> will be contacted via the email address used ) , so you have until then to submit a Halloween story . Winner will get a pair of Padron Family Reserve 46 Years Natural/Maduro . Trick or treat . If you 're new here , you may want to subscribe for"
221	5159260	"or the step-dad . And yes , cousins , uncles , favorite friends of the family , etc . I would definitely concur with teaching the correct names for genitalia , no matter how much it embarrasses us , and always , always ( ! ) believing your child whenever <<< he/she >>> feels funny or uncomfortable about a certain person . Thanks for the post ! I do offer to babysit friends ' kids to give them the night off -- so scratch the "" NO ONE "" line . I love volunteering with children of kids in the park and chatting"
222	5207605	"each other ( and be politically autonomous from those who do not share those dreams and objectives ) . I see nothing questionable with this attitude . "" Okay , where does the minor child of such a micro-nation citizen live if old does a child have to be before <<< he/she >>> goes off to live in another micro-nation ? Do spouses split up if they disagree on only one issue , or should there be a minimum number of disagreements before one leaves to find a more compatible micro-nation ? Yes , families already break up over infidelity , domestic violence"
223	5133482	"do n't respond with the moronic quip "" It 's Bush 's fault "" . Sam Dd he hurt your feelings ? I apologize for the President . JohnR When did Tucker graduate to neckties I kind of liked his/her cute little bow ties looked more well ........ feminine like <<< he/she >>> should . Just imagine if this Neo Con without any ' nads married Mann Coulter with a huge set ....... well what would their babies look like and would the boy babies or the http : //twitter.com/EARWAX1000 PHILIP SCHNEIDER Where 's the coverage of Obama being handed his dunce cap"
224	5120896	"a good thing and depression can be a stepping stone to seeing the world as it is and connecting with one 's real "" I "" . It 's part of the awakening process . The sincere truth seeker will inevitably feel alienated from society at some point , because <<< he/she >>> starts to "" see "" through appearances and the lies of "" official culture "" . As J. Krishnamurti said : "" It is no sign of health to be well adjusted to a profoundly sick society . "" Essentially , the Matrix works through people just as they defend"
225	5110980	watch these young men and women . How dare anyone say it is too expensive to keep these professionals . This is the same kind of professionsal 's that make sure your spoiled brat can get a pizza at the almost useless PARTY college ? ? ? ? ? ? <<< he/she >>> is going to . My kid put his/her life on the line for your freedom and abuse of the system . former USMC SSgt almost all people in the military VOLUNTEERED for service .. they also are compensated for it . THAT is there reward ! end of story !
226	5178231	"I know , once I had what Henry James called ' the germ ' -- in this case , Mel Tumin 's story of muddleheadedness at Princeton -- I proceeded to pretend and to invent "" all the rest . With regard to the Wikipedia administrator , you know what <<< he/she >>> is getting at in not accepting the author 's word as the only word on a subject . After all , authors have a vested interest in telling only their side of the story . It 's why , after all , biographers take such a careful , indeed jaundiced"
227	5159039	"Do us all a favour and stop wasting our time . You give humanity a bad name and I 'm tired of it . I really am . You claim to be religious , but your words suggest nothing but hate . If God does exist , I highly doubt <<< he/she >>> would be impressed with your inability to empathize with another human being . Does n't your religion practice tolerance , forgiveness more energy into being a better Christian , instead of acting self-righteous about Chip 's perfectly LEGITIMATE reaction to Escobar 's behaviour . Also , your sarcastic "" :"
228	5177943	"to see notifications pinned to desktop just like the old Window 7 widgets . When you start a Metro App , it should appear in the task bar just like a regular desktop app . The charms and all other hidden interaction the user the option to hide them if <<< he/she >>> chooses to . You allow the user to resize the Metro App windows and place them anywhere on the desktop , the same way I can do it currently with desktop Apps . New and different is not necessarily better . Standards and familiarity result efficiency . What if the"
229	5207839	"do to help make that happen ? Has anyone ever given you a chance and you wondered "" why "" ? Forget the "" why "" and care enough to pay it forward and give the same chance to someone else ..... you never know it may be just what <<< he/she >>> needs ! **Ms . Covington retired in 2003 but is still one of the persons Most of the county 's Veterans Day events to be held Sunday Although banks , government offices and schools will be closed Monday in observance of Veterans Day , the important date for veterans is"
230	5179898	"absolutely nothing to do with what government decides to grant or withhold ? How about that/IN each and every human being is free to rise or fall on his or her own merits and efforts , not limited by a caste system or some feudal arrangement or whether or not <<< he/she >>> comes from a connected family ? How about and circumscribed , with powers not specifically granted reserved to the states and to the people ? ( 10th amendment ) ( well , that last one has become a joke ) At this point , the republican party is still ("
