Number of hit	Text ID	Concordance line
148	1999_mtsummit_1_86	"him/her to know a part of speech in both Japanese and English , to produce a user ' s dictionary . So , how can this be expected of a user who does not know much about English grammar ? Probably he/she would claim that/IN this is the reason why <<< he/she >>> bought this MT package . If they do , they would not need to use MT . The guidance is needed for a user to create a user ' s dictionary . Also , it has to be pointed out that native Japanese engineers do not necessarily have the sufficient"
149	W10_4116	"careful tuning of domain and data specific parameters , and hence unsuitable for online and real-time sentiment analysis in practical applications . Incorporating Prior Word Polarity Knowledge into LDA Unlike existing approaches , we view sentiment classification as a generative problem that/IN when an author writes a review document , <<< he/she >>> first decides on the overall sentiment or polarity ( positive , negative , or neutral ) of a document , then for each sentiment , decides on the words to be used . We use LDA to model a mixture of only three topics or sentiment labels , i. e."
150	Y12_1024	"Tagalog and English words and clauses , while intra-word CS is the use of English root words with Tagalog affixes and morphological rules . An example of intra-sentential CS is "" "" Unless let us say may mga bisita siya "" "" ( translated as : Unless let us say <<< he/she >>> has visitors ) and an example of intra-word CS is "" "" nagdadrive "" "" ( incompeleted aspect of the English verb "" "" drive "" "" ) . The system developed can effectively be used to detect intra-sentential ( Tagalog to English and English to Tagalog ) and intra-word"
151	N16_1166	"we refer to such cues as external emotion cues . For each speaker in a debate , we computed the number of i ) applauses ( APL ) ; ii ) booings ( BOO ) ; iii ) laughs ( LAU ) ; and iv ) crosstalks ( CRO ) <<< he/she >>> received during his/her participation on a debate . These counts were normalised based on the total number of each emotion appeared on the debate . With these features , we train a supervised learning classifier for ranking speakers of the debates based on their influence indices described in the following"
152	Y99_1029	"One , a subject can appear on the right side of its predicate if the sentence contains an adnoun clause . The other , a subject may usually be omitted in Korean as shown below . ( 5 ) Moluntayyo . not . know . say ` He/She said that/IN <<< he/she >>> did not know . ' In ordinary English sentences , only the elements of an utterance that may be recovered readily from the syntactic structure can be omitted . In Korean , however , there is a zero anaphor as in ( 5 ) , which is an unmarked discourse"
153	L18_1076	"reliable and successfully measures the vocabulary ability of language learners . We also measured how well the responses from the learners can be predicted with high accuracy using machine-learning methods . Introduction Supporting someone involves enabling him/her is overcoming a difficulty . Thus , we first need to detect what <<< he/she >>> has difficulty with . This holds true for supporting second language learners : we first need to detect what they have difficulty with ( Ehara et al. , 2010 ; Ehara et al. , 2012 ; Ehara et al. , 2013 ; Ehara et al. , 2014 ; Ehara et"
154	L18_1076	"a specific models . However , a twoparameter model ( 2PL ) and one-parameter model ( 1PL ) are frequently used for analysis . With both models , it is assumed that/IN each problem is independent : whether a test taker answered a problem correctly has no influence on whether <<< he/she >>> answered the other problems correctly . The 1PL is sometimes called the Rasch model ( Rasch , 1960 ) . The 2PL is a generalization of 1PL . It models the probability that/IN test taker i correctly responds to a problem j in the following equation . Let σ denote"
155	2005_eamt_1_35	"confidence based rejection . The value of the confidence scaling factor is set to 0.8 which is optimal with respect to F pred as the results presented in figure 1 show . The part of the translation that has been accepted by the user -together with the following character that/IN <<< he/she >>> has entered -is taken as prefix for the new search . The upper part of the table shows the steps that are necessary if none of the words proposed by the SMT engine is discarded , and the lower part shows the translations that are proposed when the confidence threshold"
156	Y15_1038	"gesture is examined . The Lexical Semantic Hypothesis stands for the view that/IN the relevant linguistic unit to affect the content of a gesture is a single word , because gesture can help lexical search . If a person has difficulty to find a lexical item for a concept , <<< he/she >>> may produce a gesture to represent the idea . The production of such a gesture then helps the person utter the word for that concept in language . Thus , gestures are thought to be dominated by the computational stage in which a lexical item is selected from a semantically"
157	2020_lrec_1_649	"information : • Is the verb often used in active and/or passive voice ? • Are object slots optional or not ? If one inspects the words filling a certain slot , information about the words can be found : • Animate or inanimate nouns : What are typical pronouns <<< he/she >>> or it ? • Semantic class for nouns : What are typical features of the nouns in a fixed position ? For example : From a set containing sentences like "" "" He always drinks coffee . "" "" and "" "" She never drinks alcohol . "" "" one"
158	W16_3640	"for utterances with a particular dialogue act . For example , if one dialogue participant tends to say a specific backchannel frequently , the partner may change to use the same backchannel . On the other hand , when one dialogue participant has his/her own answer for a question , <<< he/she >>> will likely not borrow the words from the partner . In order to examine this effect , we extended the entrainment score for lexical selection to evaluate an entrainment of lexical selection given the dialogue act of the utterance . The extended entrainment score En(c|d ) , the score for"
159	W04_1112	"if a certain simple word , say N , expresses the basic concept of a domain that/IN the document treats , the writer of the document , we expect , uses N not only many times but in various ways . One of typical way of this kind is that/IN <<< he/she >>> composes quite a few compound words using N and uses these compound words in documents he/she writes . For this reason , we have to focus on the relation among simple words and compound words when pursuing new ATR methods . One of the attempts to make use of this"
160	2021_acl_long_343	"conversations where the underlying knowledge comes from wiki articles and focuses on the movie domain . Similar to Dinan et al. ( 2019 ) , the dataset was also built in two scenarios . In the first scenario , only one worker can access the provided knowledge collections , and <<< he/she >>> is responsible for introducing the movie to the other worker ; while in the second scenario , both workers know the knowledge and they are asked to discuss the content . Different from WoW , the golden knowledge index for each turn is unknown for both scenarios . Since the"
161	2016_lilt_14_5	") , its target , the source of the event mention ( speaker or writer ) and the source of the modality . The source of the event mention and the source of the modality are in many cases the same entity : the speaker/writer produces a discourse/text unit where <<< he/she >>> states his/her belief or doubt or the possibility that/IN something may happen . However , they may also be different entities when the text presents the views of someone else than its producer . The annotation was performed over each trigger , and not over the global interpretation of the"
162	W14_4104	", 2012 ) . Since user reputation score information is not available in this MOOC , it is necessary to for us to identify observable indicators . We define a person as Expert x Exp in our forum as follows . A person is an Expert if and only if <<< he/she >>> is one of the instructors or his/her reputation score as we compute it is ranked in the top 1 % among all students . The reputation score of student u is computed based on his/her question devotee u P st , reply devotee u Rep , resolved favor u Res"
163	W04_1501	"useful for underspecifying relations both in automatic analysis of the treebank ( i. e. we can automatically exclude the analysis of a specific component of the relations ) and in the annotation process ( i. e. when the annotator is not confident of a specific component of a relation , <<< he/she >>> can leave such a component void ) . In the figure 3 we see a TUT tree . All the relations annotated in the tree include the morpho-syntactic component , formed by the morphological categories of the words involved in the relation separated by a comma , e. g. VERB"
164	2021_dialdoc_1_15	"quickly and a bot must respond appropriately to new topics , goals and questions from the scammer to appear human 3 ) there is a high cost associated with the scammer recognizing the dialogue is automated as any work put in for trust building is lost if the attacker suspects <<< he/she >>> is talking to a bot and 4 ) the scammer ' s agenda is independent of the bot ' s agenda-thus the bot needs to maintain awareness of its own goals without ignoring the competing goals of the scammer . Using "" "" canned "" "" responses chosen by following"
165	2020_emnlp_main_67	"diverse , and more similar to the spoken conversations in our daily life . According to the instructions described in the given dialogue goal , the user should provide specific constraints to the system step by step and request the corresponding information . The user can terminate the dialogue when <<< he/she >>> believes the task has been accomplished . System Side The worker who plays the role of system ( i. e. wizard ) provides consulting services in various domains to users . When receiving an utterance from the user side , the wizard needs to first determine which domain the user"
166	Y13_1035	"  thus the content of the tagged tweets should be the description on an event because the tag is just the revelation of the judgment from the tweeter . Namely , the speaker ' s intention revealed in the tag is his/her attitude to the event he/she perceives when <<< he/she >>> is the audience . The fourth question is that/IN Clift ( 1999 ) thinks sarcasm is one type of irony . The speaker may be or may be not aware of ironic utterance , but the/she must be aware of his/her sarcastic utterance . Thus , there should be overlapped"
167	W14_2514	"this paper , we investigate how topic dynamics during the course of an interaction correlate with the power differences between its participants . We perform this study on the US presidential debates and show that/IN a candidate ' s power , modeled after their poll scores , affects how often <<< he/she >>> attempts to shift topics and whether he/she succeeds . We ensure the validity of topic shifts by confirming , through a simple but effective method , that/IN the turns that/IN shift topics provide substantive topical content to the interaction . In this paper , we investigate how topic dynamics during"
168	Y00_1011	"relating to ' accessibility ' among situations . It is possible for passenger , to get through the west gate . ( ii ) It is possible for passenger , to get through the east gate . ( iii ) It is possible for passenger , to choose whichever gate <<< he/she >>> likes , the west gate or the east gate , in order to get to the arrival lobby . ( iv ) It is necessary for passenger , to choose one from among the west gate and the east gate in order to actualize the event of getting to the"
169	C14_1172	"to a feminine pronoun . This possibility of referring to both the gender introduces more errors . In Hindi , most of the pronouns such as "" "" vaha "" "" ( he/she/it ) , "" "" usa "" "" ( he/she/it ) , "" "" unhone "" "" ( <<< he/she >>> honorofic ) and "" "" khuda "" "" ( himself ) etc. , do not have gender distinction and can be used to refer to antecedents of both feminine and masculine . PNG agreement adds more challenges in anaphora resolution , due to which the system gives more false positives"
170	W00_1011	"or the concept associated With the sub-goal within the expected period of time . The hypothesis is that/IN when a user has no problem of understanding a system instruction , the user is very likely to respond to the system rapidly . However , when the user has difficulties , <<< he/she >>> tends to spend more time on thinking and asking for help . There are two timeouts : best-case and worst-case . Each timeout has a reward and a punishment . Best-case time is the time expected by the system , in the best ease , that/IN a user would take"
171	C88_2135	"a word . The subjects were also told that/IN the materials that/IN they had were independent from each other . At the same time , the subjects were required to record the time when he/she start to fill out each paper , i. e. , one material , and when <<< he/she >>> completed , for each paper , to the unit of seconds . Results Completed sheets , expect for one by a subject who gave up the procedure in the middle are analyzed . Whether the word filled in matched the original or not was judged according to /Shiba 1957/ ."
172	Y18_1077	"and earthquake . A post can contain more than one sentence , and each of these may be associated with zero to several events . In a single post , it is possible that/IN one may describe who he/she travelled with , how he/she celebrated his/her birthday , and what <<< he/she >>> ate with his/her friends , summing up to three different events . Such posts are split into independent sentences to extract the individual event details and are represented in an event frame of the form : verb ( doer , object , tagged , date , location ) Gathering Storytelling"
173	W98_0509	"have higher grades ( i. e. , 0 &lt; ~b(e ) &lt; 1 ) and thus may be violated by a solution . 3 =The restriction to at most binary constraints does not decrease the theoretical expressiveness of the formalism but has some practical consequences for the grammar writer as <<< he/she >>> occasionally has to adopt rather artificial constructs for the description of some linguistic phenomena ( Menzel and SchrSder , 1998 ) . 3Constraints c with ~b(c ) = 1.0 are totally ineffective as will become clear in the next paragraphs . Given a natural language sentence W = ( wl"
174	W19_1918	"use partof-speech tagging from python module spaCy to identify the subject , main verb and the auxiliary verb(s ) of the sentences . If the subject is a first ( I ) or second person ( you ) , the subject is replaced with the third person singular form ( <<< he/she >>> ) . Clinicians typically collect personal information , such as name , gender and contact information , prior to their conversation or appointment and so they can be fed into our model as input to generate accurate case notes . No. Example Class Label 1 How many voices do you"
175	W19_5017	"entry of the lexicon . We used a python script that relies on the lexicon of a Spanish Part-of-Speech tagger ( Moreno Sandoval and Guirao , 2006 ) to generate all conjugated forms of verb terms : e. g. toser ( ' to cough ' ) → tose ( ' <<< he/she >>> coughs ' ) , tosiendo ( ' coughing ' ) , etc. The current version includes a total of 295 single-or multi-word verb items . Affixes and lexical roots In a first step , we collected affixes and roots from several sources . Firstly , we leveraged a list used"
176	2022_udfestbr_1_6	"and the head field values from each row are automatically adjusted . When the user finished the editing on the CoNLL-U file , he/she just have to press the button labeled "" "" Save changes "" "" ( at the bottom right ) to save their changes . Then , <<< he/she >>> can go back to the results page by clicking on the button labeled "" "" Go back "" "" ( also at the bottom right ) . Downloading the Edited Corpus UDConcord offers several options to download an uploaded treebank after the user made changes to it . These options"
177	W16_3707	"captured in the respective TL . He must know any of the meta-languages to appreciate the animation . Finally , the output has to be annotated in any natural TL text considering especially the verbs and their valences . One thing an annotator has to keep in account is that/IN <<< he/she >>> is to annotate the verbs in the present imperfective participle form . The arguments of the verbs especially the nomenclature for the human agent has to be specified as according to the commonly occurring named entities of the given output language . For the time being , the process of"
178	Y15_1007	"participant must correctly answer the first two Chinese character identification questions in the section 2s of the questionnaires , and he/she must correctly answer at least one of the last two questions in these section 2s ; ( 2 ) If a participant do not satisfy the above conditions , <<< he/she >>> will not see Section 3s ; ( 3 ) each word stimulus in section 3s has an option which allows the participants to skip it in case he/she does not recognize that word ; ( 4 ) all the questions in the questionnaires must be answered except the ones which"
179	2020_acl_main_115	"the front of verbs and adjectives but not to nouns . Meta-linguistic awareness is especially useful ( and often improved ) in the process of learning a new language , as it allows the learner to compare and contrast the structure and characteristics of the new language to those that/IN <<< he/she >>> is already familiar with . It is desirable that/IN systems for natural language processing possess meta-linguistic awareness , too , as that could hugely improve their crosslingual generalizability , a problem that remains open after being approached from various engineering perspectives , often with little recourse to linguistics . However"
180	W03_2128	"questioner has adjusted it the answerer will be able to give the needed information or point to its absence . There are four adjusting possibilities in Estonian dialogues . The most frequently used possibility is that/IN the answerer asks the questioner to adjust the previous question . In this case <<< he/she >>> reacts to a general request by using particles ( jaa , jah /yes/ etc. ) . Such reaction is marked as a continuer ( example 6 ) . The second possibility is that/IN the answerer asks adjustable questions himself/herself . Such act is called adjusting the conditions of the answer"
181	W13_4046	"of non-linguistic items such as HTML codes for URLS , emoticons , IP addresses , etc. These elements were replaced by wild-cards and also user names have been anonymised , although some non-language content may remain . A forum user can give a post "" "" kudos "" "" if <<< he/she >>> finds it useful or relevant to the topic being addressed in a forum conversation . 2 We counted the number of kudos given to each post . There are four user categories in the forum : { employee , guru , notranked , ranked } . 3 A poster '"
182	2000_tc_1_1	"speaker 2 information at term or language this code is system-imposed and level was entered by a native can only be upgraded by an speaker authorised user 3 information at term or language is this code has been given by an well-documented , the code having authorised user , when <<< he/she >>> is been upgraded confident that/IN the information is well documented During data entry , the system will provide a default value of 2 if the language of the entry matches the target language(s ) of the author , otherwise 1 . When a term or concept has been marked for"
183	Y13_1035	" aggressiveness  "" has been pointed out from Clift as well as Lee and Katz to be the feature distinguishes sarcasm from irony . Hence , it should be reasonable to hypothesize that irony should have two senses . In one sense , the speaker is aware of what <<< he/she >>> says is opposite to what is intended to mean . The second sense is to be distinct from sarcasm in being not aggressive and without awareness . The Reason to Take Twitter as the study target : Current study is going to explore the characteristics of sarcasm and irony from"
184	W16_6617	"experienced __(place1)_ , _(place2)_ , _(place3)_ , and _(place4)_ . About _(evaluator 1)_ , _(name of the author)_ like because he/she thinks that/IN it is _(evaluative pattern 1)_ , particularly _(part of evaluator 1)_ is worth trying . In addition , he/ she also went to _(evaluator 2)_ , and <<< he/she >>> recommended it because of_(evaluative pattern 2)_ . Among that , _(part of evaluator 2 )_ is the most recommended one . … In short , the identification of evaluative patterns in texts , as inspired by usage-based linguistic pattern grammar theory , can be utilized as a key feature for"
185	Y18_1016	"d like to look at varying the attention mechanism in the model , and evaluating how it performs with a larger training set . "" Too Many Questions ? What Can We Do ? : Multiple Question Span Detection When a human interacts with an information retrieval chat bot , <<< he/she >>> can ask multiple questions at the same time . Current question answering systems ca n't handle this scenario effectively . In this paper we propose an approach to identify question spans in a given utterance , by posing this as a sequence labeling problem . The model is trained and"
186	W16_3601	"shows a summary . Attribute Q a Example Question Birthday 3 Was he/she born before 1950 ? Birthplace 9 Was he/she born in USA ? Degree 4 Does he/she have a PhD ? Gender 2 Is this person male ? Profession 8 Is he/she an artist ? Nationality 5 Is <<< he/she >>> a citizen of an Asian country ? Table 1 : Summary of the available questions . Q a is the number of questions for attribute a. At the beginning of each game , the simulator will first uniformly sample a person from the database as the person it is thinking"
187	2020_coling_main_446	"overall performance will decrease after debiasing . Our expectation here is to cause less damage to the model performance after debiasing . Results Debiasing Results Table 2 gives results on OCCTMP . We show that/IN DensRay can mitigate gender bias in BERT as measured by diff : bias between predicting <<< he/she >>> drops by a large margin ( e. g. , for bert-base from 1.98 to 0.36 ) . The table indicates that/IN DensRay outperforms the other two methods on OCCTMP . Note that/IN the prediction probabilities of debiasing conceptor are quite low for both "" "" he "" "" and """
188	W10_1303	"is a slot-filler and that/IN other options for filling that slot are available . To edit that text , the user clicks on the highlighted word in the display window , and a window such as that in Figure 4 is displayed . The user may then select the filler <<< he/she >>> desires , and it will replace "" "" nachos "" "" in the display . The system described is currently being implemented . Yet to be integrated is a facility that will enable more extensive editing of the text in the display window and the specifics of easy access to"
189	C96_1063	"to determine if one conversant was accommodating more than the other , we examined the number of words used first by the client and the number used first by the agent . We reasoned that/IN the subject who used a particular lexical 1At no time did any subject doubt that/IN <<< he/she >>> was interacting with an actual machine translator . In each experiment , subjects interacted in two modes : via a standard telephone , and via a computer-based , multimedia environment in which subjects could interact by voice , text , and drawing ( Loken-Kim et al. , 1993 ) ."
190	W00_1011	"or the concept associated With the sub-goal within the expected period of time . The hypothesis is that/IN when a user has no problem of understanding a system instruction , the user is very likely to respond to the system rapidly . However , when the user has difficulties , <<< he/she >>> tends to spend more time on thinking and asking for help . There are two timeouts : best-case and worst-case . Each timeout has a reward and a punishment . Best-case time is the time expected by the system , in the best ease , that/IN a user would take"
191	P08_2004	"the popularity of a movie such as movie ratings and box office performance . In applications requiring certain level of language-understanding , things can get even more complicated while different dimensions weave together . As in sentence ( 5 ) , the speaker may bias towards the blue team while <<< he/she >>> shows uncertainty towards the red team . Correctly understanding this kind of subjective statements would probably need some investigation in different dimensions of subjectivity . Conclusion In this paper , we demonstrated that subjectivity in natural language is a complex phenomenon that contains multiple dimensions including non-objectivity , uncertainty ,"
192	D14_1211	", boolean features denoting whether p added or removed people when responding to a message ( AddPerson and RemovePerson ) , average number of replies received per message sent by p ( ReplyRate ) and average number of replies received from the other person of the pair to messages where <<< he/she >>> was a To recipient ( ReplyRateWithinPair ) . ReplyRate-WithinPair applies only to IM t ( p 1 , p 2 ) . DIA : We use dialog acts ( DA ) and overt displays of power ( ODP ) tags to model the structure of interactions within the message content"
193	C98_2158	"our common sense that/IN one person cannot move along two different paths at the same time , which implys that/IN the two movements by a person must be sequential . This prototype is extended so as to cover such situations as "" "" someone goes to somewhere , and then <<< he/she >>> does something/becomes something/stays there "" "" or "" "" someone does something/become something/stays somewhere , and then he/she goes to elsewhere . "" "" They are expressed by vertical and horizontal extensions of the prototype in Table 2 . The movements involved in these situations are locational and the other"
194	2020_ai4hi_1_3	"  an inescapable aspect of image production "" "" ( Chadwick , 2015 , p. 17 ) . In practical terms , this means that/IN a painter in the mainstream is inspired by the work of those who had gone before him/her but the artist is not conscious that/IN <<< he/she >>> is "" "" imitating "" "" another work of art . In contrast , there is the art created outside the boundaries of official culture or "" "" Anti-cultural art "" "" as described by Jean Dubuffet in 1949 . The condition of "" "" non-traditional "" "" or ,"
195	2015_mtsummit_users_19	"be automatically replaced with "" "" CPU Operating Condition "" "" . After that , when the other translators face the pushed translation , he/she can accept it or revise it according to the context . If a translator finds that/IN the pushed translation is wrong or problematic , then <<< he/she >>> can also tell its original translator or discuss with him/her to find out the best decision . We prepared a document of 1,000 characters containing repetitive and similar sentences and divided the translators into two groups ( 18 in each ) . Every translator is asked to translate the whole"
196	2013_tc_1_1	"was found when we asked them if they would recommend that/IN the lecturers continue including this evaluation method in the forthcoming MT course : 13 agreed , 1 strongly agreed , 3 neither agreed nor disagreed , 5 disagreed and 1 strongly disagreed . One of the respondents added that/IN <<< he/she >>> thought that/IN "" "" [ it ] was very useful in helping us select which software to purchase for our future careers . "" "" To sum up , we can state that/IN , in terms of the difficulty of the implementation of the EAGLES method , although there was"
197	W16_3646	"roll a confectionery or a one-dish meal ? "" "" can be asked . This is because the top estimation result is not always correct . In addition , n-ary questions are sometimes easy to understand because the user does not know the list of food groups in advance and <<< he/she >>> may not understand what shushoku really means . How many candidates are used in the question is decided based on posterior probabilities but we omit the detailed explanation because it is not really related to the main topic of this paper . The dialogue management for acquiring the group of"
198	2021_naacl_main_305	". Limitations . While the core idea about the double perturbation framework is general , in §4 , we consider only binary gender in the analysis of counterfactual fairness due to the restriction of the English corpus we used , which only have words associated with binary gender such as <<< he/she >>> , waiter/waitress , etc. A Supplemental Material A.1 Random Baseline To validate the effectiveness of minimizing Eq. ( 4 ) , we also experiment on a second-order baseline that constructs vulnerable examples by randomly replacing up to 6 words . We use the same masked language model and threshold as"
199	2021_konvens_1_20	"in general . He/She cares about their situation . Also , she/he is against the mentioned liberalization , which is not explicitly stated but inferred . ( 2 ) is a response to the following question : Should the government be more committed to equal educational opportunities ? Only if <<< he/she >>> is in favor of education , the answer can be understood as an approval : education must be one of his/her values . However , there is no pro nor con relation with respect to income . The question underlying the answer in ( 3 ) is : Should the"
200	2020_lrec_1_736	"animal is identified with a name ( seagull , black dog , cow , etc. ) . This task was inspired by a LSF lesson for beginners . It provides a natural and authentic flow of LSF utterances . Transfers of person in which the signer impersonates the character that/IN <<< he/she >>> is talking about ( Sallandre and Cuxac , 2001 ) are numerous in such descriptions as the signer will naturally imitate the animal he is describing . In addition , the resulting production contains various different hand configurations , placements and types of motion . At last , the fourth"
201	W12_5022	"as follows -section 2 discusses functional requirements of IWAPI , section 3 presents the architecture and design of IWAPI . The implementation details of IWAPI are presented in section 4 . Section 5 presents the conclusion . Functional Requirements Users often have to rely on others to perform functions that/IN <<< he/she >>> may not be able or permitted to do by themselves . Similarly , virtually all software has to request other software to do some things for it . To accomplish this , the asking program uses a set of standardized requests , called application programming interfaces that have been defined"
202	W16_4914	"about what errors were made : in this case the system can output a message prompting the student about the error made . The error tags will be added to the Learner Corpus , and the student will be asked to submit a new solution to the same problem until <<< he/she >>> can solve it ; or • there is ambiguity in the student ' s intended meaning , and different mal-rules that convey different meanings were triggered : in this case the system ca n't immediately output where the student made a mistake without first finding the intended meaning . In"
203	2021_acl_long_314	"missing some reasonings . Weaknesses : The student thinks from the peer ' s perspective and what would help him/her to further succeed with the task . This could be demonstrated by stating various questions and establishing further thoughts . The student explains the weakness and adds examples , but <<< he/she >>> is still missing some reasonings . Suggestions for improvement : The student suggests one or more improvements that are relevant for the further establishment of the activity and idea from the perspective of the peer . Most suggestions are written concretely and , if applicable , supported by examples ."
204	Y13_1035	"express from speaker ' s angle . The speakers tend to use more positive tweets to convey sarcasm , but more natural tweets to convey irony . Second , based on the underlying mechanism of sarcasm and irony , there is a divergence between what the speaker said and what <<< he/she >>> intended to mean , thus the positive words used in tweets seems to represent the aggressive intention . It has shown that/IN sarcasm is more aggressive than irony from speakers ' natural language performance . This result corresponds to the study on hearers ' comprehension conducted by Lee and Katz"
205	E89_1004	"about real world events as true ( the sincerity condition ) . Moreover , we take it for granted that/IN the user is highly interested in a consultation dialog and , therefore , will pay attention to the conversation on the screen so that/IN it can be reasonably assumed that/IN <<< he/she >>> is fully aware of all utterances occurring in the course of the dialog . Based on these ( implicit ) expectations , the following ( simplified ) assumptions ( 1 ) and ( 2 ) represent the starting point for a consultation dialog : ( 1 ) ( BELIEVE SYSTEM"
206	E12_1069	"the nouns they modify in gender and number except for plural irrational ( non-human ) nouns , which always take feminine singular adjectives . Rationality ( ' humanness ' ' / ' ) is a morpho-lexical feature that is narrower than animacy . English expresses it mainly in pronouns ( <<< he/she >>> vs. it ) and relativizers ( men who ... vs. cars/cows which ... ) . We follow the convention by Alkuhlani and Habash ( 2011 ) who specify rationality as part of the functional features of the word . The values of this feature are : rational ( R )"
207	2000_amta_workshop_3	"blanks . If the learner does not know the meaning of a synonym , he/she can ask the MT program for help as all the verbs of the list of synonyms are stored in the electronic dictionary . If the learner can guess the meaning of the phrasal verb after <<< he/she >>> has analyzed the translation of the illustrative sentences performed by the program , he/she chooses the synonym deliberately . Then the learner finds a suitable context , fills in the blank and asks the program for translation to make sure that his/ her choice is correct . If the learner"
208	W01_1202	"fast enough to be negligible . The IR system shows some sentences including query terms to a user . However , the total system shows the sentences including answer candidates to a user . This function helps the user get out of the trouble that/IN the user might experience when <<< he/she >>> looks through the whole document in order to find the answer phrase . # of answers 1 : the number of answers which are ranked at top n by using the IR system # of answers 2 : the number of answers which are ranked at top n by using"
209	2017_mtsummit_commercial_13	"MT has been introduced , contradicting quantitative measurements that recorded increased speed , has been seen elsewhere by Plitt and Masselot ( 2010 ) and Gaspari et al. ( 2014 ) . When compared to their actual productivity times , we note that/IN apart from ES1 regarding TD ( where <<< he/she >>> is least productive ) , the other participants perceive it differently from the actual numbers . Table 7 below shows the perceived productivity against the actual productivity , where l/L = least , m/M = most , lowercase letters are for the perceived productivity and capital letters for the actual"
210	W14_5403	"These studies rely on suitable training data for a set of predefined actions : ( Gupta et al. , 2009 ) tests on a 6 sport action dataset , ( Yao and Li , 2010 ) attempts to distinguish images where a human plays a musical instrument from images where <<< he/she >>> does not , ( Delaitre et al. , 2010 ) classifies images to one of the seven every day actions , and ( Yao et al. , 2011 ) introduces a dataset containing 40 human actions . Most of these datasets were obtained using web search results such as Google"
211	E89_1021	"of a request for explanation from the user . At the next level , the system expects the user to speak about another parameter of the same plan ( the amount ) . At the level still further below , he/she can speak about the emergency fund in general , <<< he/she >>> can for example refuse the emergency fund , or ask for explanation on it . And so on , until the system reaches the most unexpected reactions of the user , i. e. , even things that are not related to the investment problem . ( in the level """
212	W17_7555	"respectable , honorable , graceful , disgraceful , cruel , selfish but the readers do need to understand them and why they act the way they do in the texts . A character , being a protagonist , is commonly on the good side while the antagonist is the one <<< he/she >>> fights or has conflicts within the story . In the stories , Characters may have dialogues , actions which influence the plot of the texts , emotions etc. They respond to events and other characters through what they say or do n't say , what they do and do n't"
213	W16_1714	"see ' is inflected for past tense , while the copula is in present tense . Furthermore , the subject of the copula is o ' he/she ' , while the subject of the verb gör is biz ' we ' . ( 2 ) Biz We . PRON o-nun <<< he/she >>> . PRON-Gen rüya-sı-nda dream . NOUN-P3S-Loc gör-dügü•yüz see . VERB-Past-3Sg•VERB-Cop-1Pl ' We are the ones that/IN he/she saw in his/her dream ' We segment words before productive uses of all of the suffixes listed in this section . However , we do not segment words if they are lexicalised ."
214	C04_1023	"from this view point . These revised OB-P phrases without optional phrase are recorded as candidates of "" "" simple "" "" title for future selection in step 4 . At the end of step 2 , for future revision in step 3 , the user selects one title that <<< he/she >>> deems the better one from these candidates of title . Revising the Optional Phrases In step 3 , the wizard presents new title combining OB-P phrase ( selected at the end of step 2 ) and the OP-P phrase ( inputted in step 1 ) as a draft title ."
215	W14_2625	"Martins and Shapiro , 1983 ; Rapaport , 1986 ; Slator and Wilks , 1987 ) . Other than private states of the writer , all propositions and events must be the target of some private state . In the simplest case , the writer believes the proposition or event <<< he/she >>> describes in the document , so the proposition or event is nested under a writer positive believesTrue node . We want to carry out inferences within private state spaces so that/IN , for example , from S positive believesTrue P , & P =⇒ Q , the system may infer"
216	S16_1136	"is long and the answer is short , it may be less relevant . The answer ' s author is the same as the corresponding question ' s author . If the answer is posted by the same user who posted the question and it is relevant , why has <<< he/she >>> asked the question in the first place ? Answer rank in the thread . Earlier answers could be posted by users who visit the forum more often , and they may have read more similar questions and answers . Moreover , discussion in the forum tends to diverge from the"
217	W14_0210	"what is the difference between instructions of navigation application and reality . After the beginning the dialog continues by iterative searching of unique navigation points that may help the navigator to find the position and orientation of the lost blind person , until he/she gets to the location from which <<< he/she >>> can continue with the track . The dialog system should take into account following findings about the dialog structure . When the blind person get lost , he/she uses information , provided by navigation application for sections that seemed to him/her correct and corresponding with reality , for description of"
218	2021_findings_emnlp_352	"refer to the genre but describes a specific character . Distinguishing such differences would demand a more nuanced rule-based Acknowledgments We thank Taylor Berg-Kirkpatrick , Jianmo Ni , Yuheng Zhi , and anonymous reviewers for their valuable suggestions to this work . Our Reference Sensitive Attr . Rules Gender Replace <<< he/she >>> → they , his/him/her/hers → them/their , boy/girl → person Delete Mr. , Ms. , Miss , Mrs. Replace chairman/chairwoman→ chair , actor/actress → actor , freshman → first-year student ... Nationality Delete country/city/nationality names , e. g. , China/Chinese , America/American , India/Indian , Taiwan . A.4.2 Hyperparamters We"
219	2020_ecnlp_1_4	"rich resource of communication data . A large number of calls are recorded daily in order to assess the quality of interactions between CSRs and customers . Learning the sentiment expressions from well-trained CSRs during communication can help AI understand not only what the user says , but also how <<< he/she >>> says it so that/IN the interaction feels more human . In this paper , we target and use real-world data -service calls , which poses additional challenges with respect to the artificial datasets that have been typically used in the past in multimodal sentiment researches ( Cambria et al. ,"
